OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,City,Region,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,GrossSales,DiscountAmount,Sales,Cost,Profit,PaymentMethod,OrderStatus
ORD001225,2025-01-15,CUST01772,Heather Contreras,Female,28,Multan,Islamabad,P018,Desk,Furniture,1,25000,0.2,25000,5000.0,20000.0,17000,3000.0,Debit Card,Cancelled
ORD001226,2024-03-27,CUST01686,Brittany Hill,Female,29,Peshawar,Sindh,P011,T-Shirt,Fashion,1,2500,0.1,2500,250.0,2250.0,1400,850.0,Debit Card,Completed
ORD001227,2025-04-05,CUST02078,Jennifer Mckenzie MD,Male,61,Lahore,KPK,P006,Mouse,Accessories,1,2500,0.15,2500,375.0,2125.0,1500,625.0,Debit Card,Completed
ORD001228,2025-02-14,CUST02486,Blake Lynch,Female,54,Rawalpindi,KPK,P017,Office Chair,Furniture,1,32000,0.0,32000,0.0,32000.0,22000,10000.0,Debit Card,Completed
ORD001229,2025-11-21,CUST01697,Eric Johnson,Male,32,Islamabad,Punjab,P010,Shoes,Fashion,3,9000,0.05,27000,1350.0,25650.0,16500,9150.0,Bank Transfer,Completed
ORD001230,2025-06-08,CUST03602,Christopher Lamb,Female,21,Rawalpindi,KPK,P019,Table Lamp,Furniture,2,5000,0.05,10000,500.0,9500.0,5600,3900.0,Debit Card,Completed
ORD001231,2025-03-22,CUST04159,Stacey Barrett,Female,56,Lahore,Islamabad,P015,Blender,Home Appliances,5,12000,0.0,60000,0.0,60000.0,40000,20000.0,Debit Card,Returned
ORD001232,2024-10-26,CUST01454,Taylor Anderson,Female,38,Islamabad,Balochistan,P016,Vacuum Cleaner,Home Appliances,4,28000,0.15,112000,16800.0,95200.0,76000,19200.0,JazzCash,Pending
ORD001233,2025-02-11,CUST03207,Tracy Miller,Female,45,Quetta,Punjab,P017,Office Chair,Furniture,1,32000,0.0,32000,0.0,32000.0,22000,10000.0,Bank Transfer,Completed
ORD001234,2025-09-28,CUST04253,Melinda Mejia,Male,23,Rawalpindi,KPK,P007,Monitor,Electronics,5,45000,0.15,225000,33750.0,191250.0,160000,31250.0,Bank Transfer,Completed
ORD001235,2025-01-09,CUST02991,Connor Owens,Male,35,Karachi,Punjab,P019,Table Lamp,Furniture,2,5000,0.1,10000,1000.0,9000.0,5600,3400.0,Credit Card,Completed
ORD001236,2024-08-20,CUST04873,Vincent Carpenter,Male,63,Rawalpindi,Punjab,P008,USB Cable,Accessories,3,1200,0.15,3600,540.0,3060.0,1800,1260.0,Credit Card,Completed
ORD001237,2025-09-29,CUST02302,Julia Thompson,Female,22,Lahore,Islamabad,P008,USB Cable,Accessories,5,1200,0.05,6000,300.0,5700.0,3000,2700.0,Cash,Completed
ORD001238,2025-10-11,CUST03259,Desiree Bell,Male,27,Multan,Sindh,P005,Keyboard,Accessories,4,4500,0.0,18000,0.0,18000.0,11200,6800.0,Debit Card,Completed
ORD001239,2024-02-18,CUST01351,Lindsey Scott,Female,20,Lahore,Punjab,P011,T-Shirt,Fashion,5,2500,0.15,12500,1875.0,10625.0,7000,3625.0,Debit Card,Pending
ORD001240,2024-07-04,CUST04102,Maurice Nolan,Male,54,Peshawar,Balochistan,P002,Smartphone,Electronics,2,85000,0.1,170000,17000.0,153000.0,130000,23000.0,JazzCash,Completed
ORD001241,2024-07-23,CUST03950,Robert Franco,Male,48,Islamabad,Sindh,P018,Desk,Furniture,5,25000,0.1,125000,12500.0,112500.0,85000,27500.0,Bank Transfer,Completed
ORD001242,2024-03-18,CUST01280,Jean Brown,Male,22,Lahore,Balochistan,P004,Smart Watch,Electronics,3,18000,0.0,54000,0.0,54000.0,36000,18000.0,Bank Transfer,Completed
ORD001243,2025-04-25,CUST00821,Michael Wallace,Female,56,Islamabad,Punjab,P012,Jeans,Fashion,2,4500,0.05,9000,450.0,8550.0,5400,3150.0,JazzCash,Pending
ORD001244,2025-01-20,CUST01344,James Miller,Female,36,Multan,Punjab,P004,Smart Watch,Electronics,1,18000,0.0,18000,0.0,18000.0,12000,6000.0,Bank Transfer,Completed
ORD001245,2024-07-12,CUST02296,Alexandra Mccoy,Male,43,Rawalpindi,Sindh,P005,Keyboard,Accessories,2,4500,0.1,9000,900.0,8100.0,5600,2500.0,JazzCash,Completed
ORD001246,2024-04-12,CUST00004,Melanie Suarez,Female,36,Rawalpindi,KPK,P017,Office Chair,Furniture,5,32000,0.05,160000,8000.0,152000.0,110000,42000.0,Debit Card,Completed
ORD001247,2025-09-08,CUST02561,Jessica Montgomery,Female,54,Lahore,Islamabad,P019,Table Lamp,Furniture,4,5000,0.0,20000,0.0,20000.0,11200,8800.0,Debit Card,Completed
ORD001248,2025-01-10,CUST02554,Tristan Cunningham,Female,64,Lahore,Sindh,P010,Shoes,Fashion,2,9000,0.1,18000,1800.0,16200.0,11000,5200.0,JazzCash,Completed
ORD001249,2024-10-13,CUST00031,Tanya Hayes,Female,59,Islamabad,Islamabad,P014,Air Fryer,Home Appliances,2,22000,0.0,44000,0.0,44000.0,30000,14000.0,Debit Card,Completed
ORD001250,2025-04-26,CUST01653,Anthony Martin,Male,32,Islamabad,Sindh,P015,Blender,Home Appliances,2,12000,0.0,24000,0.0,24000.0,16000,8000.0,Credit Card,Completed
ORD001251,2025-12-23,CUST01299,Carmen Alvarado,Female,55,Multan,Balochistan,P014,Air Fryer,Home Appliances,2,22000,0.0,44000,0.0,44000.0,30000,14000.0,Credit Card,Cancelled
ORD001252,2024-09-06,CUST04805,Robyn Vazquez,Female,27,Lahore,Islamabad,P016,Vacuum Cleaner,Home Appliances,5,28000,0.05,140000,7000.0,133000.0,95000,38000.0,Cash,Completed
ORD001253,2024-07-19,CUST00886,Deanna Powell,Male,33,Faisalabad,Punjab,P008,USB Cable,Accessories,1,1200,0.1,1200,120.0,1080.0,600,480.0,JazzCash,Completed
ORD001254,2025-06-19,CUST01201,Nancy Buckley,Female,63,Peshawar,Sindh,P009,Backpack,Fashion,4,5500,0.1,22000,2200.0,19800.0,12800,7000.0,Bank Transfer,Completed
ORD001255,2025-04-05,CUST03359,Brandi Holloway,Female,22,Islamabad,KPK,P008,USB Cable,Accessories,2,1200,0.0,2400,0.0,2400.0,1200,1200.0,Bank Transfer,Completed
ORD001256,2024-10-26,CUST01980,Melissa Morgan,Female,60,Peshawar,Balochistan,P011,T-Shirt,Fashion,4,2500,0.05,10000,500.0,9500.0,5600,3900.0,Cash,Cancelled
ORD001257,2025-04-22,CUST04844,Kelli Anderson,Male,64,Peshawar,Punjab,P012,Jeans,Fashion,5,4500,0.0,22500,0.0,22500.0,13500,9000.0,Credit Card,Completed
ORD001258,2024-03-23,CUST04039,Robert Jones,Female,21,Lahore,Balochistan,P014,Air Fryer,Home Appliances,1,22000,0.0,22000,0.0,22000.0,15000,7000.0,JazzCash,Completed
ORD001259,2025-04-02,CUST02127,Tiffany Moore,Female,57,Multan,Balochistan,P018,Desk,Furniture,2,25000,0.05,50000,2500.0,47500.0,34000,13500.0,Cash,Completed
ORD001260,2025-11-21,CUST02291,Larry Edwards,Female,34,Lahore,KPK,P012,Jeans,Fashion,1,4500,0.05,4500,225.0,4275.0,2700,1575.0,Credit Card,Completed
ORD001261,2024-10-24,CUST03895,Karen Medina,Female,27,Multan,Sindh,P004,Smart Watch,Electronics,2,18000,0.15,36000,5400.0,30600.0,24000,6600.0,JazzCash,Completed
ORD001262,2024-12-29,CUST04597,Michelle Chapman,Female,36,Lahore,KPK,P013,Coffee Maker,Home Appliances,2,15000,0.1,30000,3000.0,27000.0,20000,7000.0,Debit Card,Completed
ORD001263,2025-12-18,CUST00205,Keith Ochoa,Female,29,Lahore,Islamabad,P016,Vacuum Cleaner,Home Appliances,3,28000,0.15,84000,12600.0,71400.0,57000,14400.0,Credit Card,Completed
ORD001264,2024-02-09,CUST01484,Daniel Morrison,Male,48,Lahore,Islamabad,P010,Shoes,Fashion,4,9000,0.0,36000,0.0,36000.0,22000,14000.0,JazzCash,Completed
ORD001265,2025-09-16,CUST02771,Lindsay Santiago,Male,30,Multan,Punjab,P011,T-Shirt,Fashion,1,2500,0.1,2500,250.0,2250.0,1400,850.0,Credit Card,Completed
ORD001266,2024-12-05,CUST04429,Steven Briggs,Male,33,Quetta,KPK,P012,Jeans,Fashion,4,4500,0.05,18000,900.0,17100.0,10800,6300.0,Credit Card,Pending
ORD001267,2025-05-30,CUST02651,Sarah Wilkins,Male,45,Multan,KPK,P018,Desk,Furniture,4,25000,0.0,100000,0.0,100000.0,68000,32000.0,Cash,Completed
ORD001268,2024-04-17,CUST04262,Cindy Jones,Female,48,Rawalpindi,Sindh,P002,Smartphone,Electronics,4,85000,0.0,340000,0.0,340000.0,260000,80000.0,Debit Card,Completed
ORD001269,2024-11-11,CUST02209,Ronald Sanchez MD,Male,40,Peshawar,Punjab,P019,Table Lamp,Furniture,1,5000,0.0,5000,0.0,5000.0,2800,2200.0,JazzCash,Cancelled
ORD001270,2024-04-23,CUST00006,John Brewer,Male,37,Rawalpindi,Punjab,P005,Keyboard,Accessories,2,4500,0.2,9000,1800.0,7200.0,5600,1600.0,Credit Card,Cancelled
ORD001271,2024-06-15,CUST00532,Jessica Hernandez,Female,29,Peshawar,Balochistan,P020,Bookshelf,Furniture,2,18000,0.0,36000,0.0,36000.0,24000,12000.0,Bank Transfer,Completed
ORD001272,2024-09-17,CUST02093,Jennifer Dennis,Male,61,Rawalpindi,Islamabad,P010,Shoes,Fashion,2,9000,0.15,18000,2700.0,15300.0,11000,4300.0,Debit Card,Completed
ORD001273,2025-09-09,CUST04553,Jonathan Warren,Male,53,Multan,Islamabad,P016,Vacuum Cleaner,Home Appliances,2,28000,0.1,56000,5600.0,50400.0,38000,12400.0,Credit Card,Completed
ORD001274,2024-08-11,CUST00227,John Johnson,Female,32,Faisalabad,Balochistan,P012,Jeans,Fashion,2,4500,0.05,9000,450.0,8550.0,5400,3150.0,Bank Transfer,Completed
ORD001275,2024-09-18,CUST02100,Julian Weaver,Male,33,Karachi,Balochistan,P009,Backpack,Fashion,2,5500,0.15,11000,1650.0,9350.0,6400,2950.0,Cash,Completed
ORD001276,2024-09-07,CUST04567,Robert Ryan,Male,23,Lahore,KPK,P003,Headphones,Electronics,5,8500,0.0,42500,0.0,42500.0,25000,17500.0,JazzCash,Completed
ORD001277,2025-06-09,CUST00897,Dylan Moore,Male,55,Islamabad,Sindh,P001,Laptop,Electronics,5,120000,0.05,600000,30000.0,570000.0,475000,95000.0,Debit Card,Completed
ORD001278,2025-12-10,CUST01321,James Garner,Male,52,Karachi,Sindh,P005,Keyboard,Accessories,2,4500,0.0,9000,0.0,9000.0,5600,3400.0,Debit Card,Completed
ORD001279,2024-05-05,CUST02662,Jake Logan,Female,59,Peshawar,KPK,P008,USB Cable,Accessories,1,1200,0.0,1200,0.0,1200.0,600,600.0,JazzCash,Completed
ORD001280,2024-07-24,CUST02560,Justin Boyle,Male,21,Karachi,KPK,P017,Office Chair,Furniture,4,32000,0.1,128000,12800.0,115200.0,88000,27200.0,Credit Card,Completed
ORD001281,2024-05-19,CUST01665,Mr. Benjamin Bishop Jr.,Female,32,Faisalabad,KPK,P001,Laptop,Electronics,4,120000,0.1,480000,48000.0,432000.0,380000,52000.0,JazzCash,Cancelled
ORD001282,2024-03-02,CUST01526,Billy Ross,Male,35,Quetta,Punjab,P013,Coffee Maker,Home Appliances,1,15000,0.05,15000,750.0,14250.0,10000,4250.0,JazzCash,Completed
ORD001283,2024-10-09,CUST03751,Michael Potter,Female,37,Faisalabad,Islamabad,P006,Mouse,Accessories,5,2500,0.05,12500,625.0,11875.0,7500,4375.0,Debit Card,Returned
ORD001284,2024-02-23,CUST03655,Stephanie Moran,Male,41,Islamabad,Balochistan,P015,Blender,Home Appliances,4,12000,0.15,48000,7200.0,40800.0,32000,8800.0,Credit Card,Returned
ORD001285,2024-12-11,CUST02568,Gabriel Bates,Male,19,Peshawar,KPK,P007,Monitor,Electronics,5,45000,0.0,225000,0.0,225000.0,160000,65000.0,JazzCash,Completed
ORD001286,2025-06-07,CUST04770,Thomas Harmon,Male,54,Karachi,Islamabad,P008,USB Cable,Accessories,3,1200,0.1,3600,360.0,3240.0,1800,1440.0,Credit Card,Completed
ORD001287,2024-05-15,CUST01097,Timothy Miranda,Male,64,Faisalabad,Sindh,P003,Headphones,Electronics,4,8500,0.2,34000,6800.0,27200.0,20000,7200.0,Cash,Cancelled
ORD001288,2024-11-25,CUST03099,Edward Smith,Male,34,Faisalabad,Balochistan,P015,Blender,Home Appliances,3,12000,0.15,36000,5400.0,30600.0,24000,6600.0,Debit Card,Returned
ORD001289,2024-05-23,CUST03241,Ann Lewis,Male,25,Multan,Sindh,P004,Smart Watch,Electronics,3,18000,0.1,54000,5400.0,48600.0,36000,12600.0,Debit Card,Completed
ORD001290,2025-03-11,CUST02823,Andrea Vincent,Female,61,Quetta,Islamabad,P009,Backpack,Fashion,3,5500,0.1,16500,1650.0,14850.0,9600,5250.0,Cash,Completed
ORD001291,2024-10-08,CUST02928,Donna Jones,Female,39,Multan,Punjab,P011,T-Shirt,Fashion,3,2500,0.15,7500,1125.0,6375.0,4200,2175.0,JazzCash,Completed
ORD001292,2024-05-15,CUST04994,David Torres,Female,46,Karachi,KPK,P014,Air Fryer,Home Appliances,2,22000,0.0,44000,0.0,44000.0,30000,14000.0,Cash,Completed
ORD001293,2025-05-03,CUST03615,Hannah Robinson,Male,60,Multan,Sindh,P009,Backpack,Fashion,2,5500,0.0,11000,0.0,11000.0,6400,4600.0,Cash,Completed
ORD001294,2025-12-21,CUST00848,Tyrone Brown,Female,18,Multan,Islamabad,P012,Jeans,Fashion,1,4500,0.0,4500,0.0,4500.0,2700,1800.0,Debit Card,Completed
ORD001295,2025-02-04,CUST03617,Rebecca Macdonald,Female,38,Faisalabad,Islamabad,P005,Keyboard,Accessories,4,4500,0.1,18000,1800.0,16200.0,11200,5000.0,Bank Transfer,Completed
ORD001296,2025-03-24,CUST02705,Kenneth Garcia,Female,29,Peshawar,Punjab,P006,Mouse,Accessories,1,2500,0.1,2500,250.0,2250.0,1500,750.0,Debit Card,Cancelled
ORD001297,2025-09-26,CUST03894,Kevin Huber,Male,44,Faisalabad,Balochistan,P019,Table Lamp,Furniture,3,5000,0.0,15000,0.0,15000.0,8400,6600.0,Cash,Completed
ORD001298,2025-09-19,CUST03382,Edward Moses,Male,47,Lahore,Balochistan,P005,Keyboard,Accessories,1,4500,0.0,4500,0.0,4500.0,2800,1700.0,Debit Card,Cancelled
ORD001299,2025-10-30,CUST03072,Joseph Taylor,Female,59,Rawalpindi,Punjab,P001,Laptop,Electronics,2,120000,0.2,240000,48000.0,192000.0,190000,2000.0,Bank Transfer,Completed
ORD001300,2024-09-26,CUST02995,Sheri Khan,Male,62,Lahore,Sindh,P010,Shoes,Fashion,5,9000,0.05,45000,2250.0,42750.0,27500,15250.0,Cash,Cancelled
ORD001301,2024-01-17,CUST04743,Jacqueline Anderson,Male,52,Peshawar,KPK,P014,Air Fryer,Home Appliances,5,22000,0.05,110000,5500.0,104500.0,75000,29500.0,Debit Card,Completed
ORD001302,2024-09-25,CUST04534,Ashley Mercer,Male,40,Rawalpindi,Punjab,P017,Office Chair,Furniture,5,32000,0.1,160000,16000.0,144000.0,110000,34000.0,JazzCash,Completed
ORD001303,2025-04-26,CUST01501,Morgan Sullivan,Male,41,Faisalabad,Islamabad,P011,T-Shirt,Fashion,5,2500,0.2,12500,2500.0,10000.0,7000,3000.0,Cash,Pending
ORD001304,2024-08-06,CUST02443,Wayne Johnson,Female,59,Islamabad,Punjab,P004,Smart Watch,Electronics,5,18000,0.0,90000,0.0,90000.0,60000,30000.0,Bank Transfer,Completed
ORD001305,2024-11-14,CUST01726,Christina Taylor,Male,53,Peshawar,Balochistan,P018,Desk,Furniture,4,25000,0.1,100000,10000.0,90000.0,68000,22000.0,Debit Card,Completed
ORD001306,2024-08-25,CUST01566,Brenda Nicholson,Male,27,Peshawar,Islamabad,P019,Table Lamp,Furniture,3,5000,0.0,15000,0.0,15000.0,8400,6600.0,Cash,Completed
ORD001307,2025-06-28,CUST01744,Marcus Soto,Male,63,Rawalpindi,Sindh,P004,Smart Watch,Electronics,2,18000,0.05,36000,1800.0,34200.0,24000,10200.0,Debit Card,Completed
ORD001308,2024-10-11,CUST00326,Jacqueline Collins,Female,18,Multan,Punjab,P012,Jeans,Fashion,5,4500,0.05,22500,1125.0,21375.0,13500,7875.0,Credit Card,Completed
ORD001309,2024-02-06,CUST04418,Mary Trujillo,Male,58,Rawalpindi,KPK,P014,Air Fryer,Home Appliances,4,22000,0.0,88000,0.0,88000.0,60000,28000.0,Cash,Pending
ORD001310,2024-04-12,CUST02231,Mark Schaefer,Female,21,Faisalabad,Sindh,P018,Desk,Furniture,2,25000,0.05,50000,2500.0,47500.0,34000,13500.0,Cash,Completed
ORD001311,2025-12-23,CUST02667,Thomas Garcia,Male,64,Rawalpindi,Sindh,P001,Laptop,Electronics,5,120000,0.1,600000,60000.0,540000.0,475000,65000.0,Credit Card,Pending
ORD001312,2025-03-05,CUST01210,Angela Johnson,Female,47,Karachi,Islamabad,P020,Bookshelf,Furniture,3,18000,0.15,54000,8100.0,45900.0,36000,9900.0,Debit Card,Cancelled
ORD001313,2025-10-15,CUST04362,Justin Burch,Female,24,Multan,Islamabad,P011,T-Shirt,Fashion,1,2500,0.1,2500,250.0,2250.0,1400,850.0,JazzCash,Completed
ORD001314,2024-08-26,CUST00842,Anna Garcia,Female,18,Faisalabad,Punjab,P019,Table Lamp,Furniture,3,5000,0.05,15000,750.0,14250.0,8400,5850.0,JazzCash,Completed
ORD001315,2025-10-06,CUST04425,Kevin Nielsen,Male,58,Peshawar,Sindh,P001,Laptop,Electronics,3,120000,0.15,360000,54000.0,306000.0,285000,21000.0,JazzCash,Completed
ORD001316,2024-05-04,CUST03902,Shelly Keller,Male,39,Peshawar,Punjab,P001,Laptop,Electronics,5,120000,0.1,600000,60000.0,540000.0,475000,65000.0,Credit Card,Completed
ORD001317,2025-07-18,CUST03437,Amber Burnett,Male,44,Multan,Punjab,P003,Headphones,Electronics,1,8500,0.15,8500,1275.0,7225.0,5000,2225.0,Bank Transfer,Cancelled
ORD001318,2025-08-22,CUST04779,William King,Male,43,Multan,Sindh,P014,Air Fryer,Home Appliances,1,22000,0.05,22000,1100.0,20900.0,15000,5900.0,Cash,Completed
ORD001319,2025-09-01,CUST02072,Stephen Mullins,Male,55,Faisalabad,Balochistan,P008,USB Cable,Accessories,2,1200,0.1,2400,240.0,2160.0,1200,960.0,Bank Transfer,Completed
ORD001320,2025-08-29,CUST01285,Mark Dickerson,Male,50,Peshawar,Islamabad,P015,Blender,Home Appliances,4,12000,0.0,48000,0.0,48000.0,32000,16000.0,Cash,Completed
ORD001321,2024-07-06,CUST01379,Heather Williams,Male,58,Peshawar,KPK,P004,Smart Watch,Electronics,2,18000,0.2,36000,7200.0,28800.0,24000,4800.0,Bank Transfer,Completed
ORD001322,2024-09-12,CUST02659,Christopher Wilson,Male,31,Peshawar,Balochistan,P011,T-Shirt,Fashion,5,2500,0.1,12500,1250.0,11250.0,7000,4250.0,Bank Transfer,Completed
ORD001323,2025-08-07,CUST03562,Amy Turner,Female,18,Faisalabad,Punjab,P008,USB Cable,Accessories,1,1200,0.15,1200,180.0,1020.0,600,420.0,Credit Card,Completed
ORD001324,2025-06-13,CUST01888,James Hill,Male,64,Peshawar,Punjab,P007,Monitor,Electronics,3,45000,0.05,135000,6750.0,128250.0,96000,32250.0,Credit Card,Pending
ORD001325,2025-11-06,CUST04013,Amber Lopez,Female,31,Rawalpindi,Sindh,P002,Smartphone,Electronics,3,85000,0.0,255000,0.0,255000.0,195000,60000.0,Bank Transfer,Completed
ORD001326,2025-01-26,CUST01979,Dr. Jennifer Jackson,Female,55,Quetta,Punjab,P008,USB Cable,Accessories,4,1200,0.05,4800,240.0,4560.0,2400,2160.0,Cash,Completed
ORD001327,2025-10-19,CUST04728,Thomas Ferguson,Female,34,Peshawar,Islamabad,P019,Table Lamp,Furniture,5,5000,0.1,25000,2500.0,22500.0,14000,8500.0,Debit Card,Completed
ORD001328,2025-04-12,CUST04417,Laura Jones,Male,48,Rawalpindi,Punjab,P009,Backpack,Fashion,5,5500,0.0,27500,0.0,27500.0,16000,11500.0,Bank Transfer,Completed
ORD001329,2024-09-09,CUST04299,Natasha Kelley,Male,60,Rawalpindi,Islamabad,P016,Vacuum Cleaner,Home Appliances,2,28000,0.0,56000,0.0,56000.0,38000,18000.0,Credit Card,Cancelled
ORD001330,2025-11-02,CUST03162,Laurie Phillips,Male,62,Peshawar,KPK,P008,USB Cable,Accessories,1,1200,0.0,1200,0.0,1200.0,600,600.0,Cash,Returned
ORD001331,2025-07-14,CUST02225,Rebekah Whitaker,Male,19,Rawalpindi,Islamabad,P008,USB Cable,Accessories,1,1200,0.0,1200,0.0,1200.0,600,600.0,Debit Card,Returned
ORD001332,2024-06-24,CUST04723,David Allen,Male,24,Karachi,Punjab,P011,T-Shirt,Fashion,4,2500,0.1,10000,1000.0,9000.0,5600,3400.0,Bank Transfer,Completed
ORD001333,2025-04-10,CUST02080,Spencer Sanders,Female,34,Multan,Islamabad,P007,Monitor,Electronics,3,45000,0.15,135000,20250.0,114750.0,96000,18750.0,Credit Card,Completed
ORD001334,2025-07-30,CUST04823,Sarah Fitzgerald,Male,59,Lahore,Punjab,P002,Smartphone,Electronics,2,85000,0.05,170000,8500.0,161500.0,130000,31500.0,JazzCash,Completed
ORD001335,2024-10-15,CUST00954,Melinda Aguirre,Female,24,Quetta,KPK,P005,Keyboard,Accessories,4,4500,0.15,18000,2700.0,15300.0,11200,4100.0,Cash,Completed
ORD001336,2024-02-19,CUST02868,Tammy Long,Female,41,Lahore,Sindh,P018,Desk,Furniture,1,25000,0.05,25000,1250.0,23750.0,17000,6750.0,Debit Card,Completed
ORD001337,2024-01-04,CUST02291,Larry Edwards,Female,34,Lahore,KPK,P011,T-Shirt,Fashion,2,2500,0.15,5000,750.0,4250.0,2800,1450.0,Credit Card,Cancelled
ORD001338,2025-09-22,CUST00070,Jennifer Davis,Female,29,Lahore,KPK,P017,Office Chair,Furniture,5,32000,0.0,160000,0.0,160000.0,110000,50000.0,JazzCash,Completed
ORD001339,2025-05-14,CUST01095,Matthew Gardner,Male,52,Lahore,Sindh,P006,Mouse,Accessories,3,2500,0.05,7500,375.0,7125.0,4500,2625.0,Bank Transfer,Completed
ORD001340,2025-11-06,CUST04254,Jessica Hall,Male,55,Faisalabad,Punjab,P013,Coffee Maker,Home Appliances,1,15000,0.05,15000,750.0,14250.0,10000,4250.0,Cash,Completed
ORD001341,2024-08-10,CUST00549,Paul Diaz,Male,39,Peshawar,Islamabad,P007,Monitor,Electronics,1,45000,0.0,45000,0.0,45000.0,32000,13000.0,Debit Card,Returned
ORD001342,2025-10-29,CUST01840,Danny Wilson,Male,59,Multan,Punjab,P011,T-Shirt,Fashion,4,2500,0.0,10000,0.0,10000.0,5600,4400.0,Credit Card,Completed
ORD001343,2024-09-18,CUST01952,Phillip Crawford,Male,37,Peshawar,Punjab,P018,Desk,Furniture,3,25000,0.05,75000,3750.0,71250.0,51000,20250.0,Bank Transfer,Completed
ORD001344,2025-11-15,CUST01059,Lisa Hernandez,Male,22,Quetta,Islamabad,P006,Mouse,Accessories,1,2500,0.1,2500,250.0,2250.0,1500,750.0,Credit Card,Returned
ORD001345,2025-06-18,CUST03552,Jessica Long,Male,53,Peshawar,Punjab,P012,Jeans,Fashion,1,4500,0.15,4500,675.0,3825.0,2700,1125.0,JazzCash,Completed
ORD001346,2025-01-10,CUST02508,Paul Huerta,Male,19,Islamabad,KPK,P003,Headphones,Electronics,1,8500,0.1,8500,850.0,7650.0,5000,2650.0,Bank Transfer,Completed
ORD001347,2024-03-01,CUST03908,Donald Townsend,Male,49,Islamabad,Balochistan,P019,Table Lamp,Furniture,4,5000,0.0,20000,0.0,20000.0,11200,8800.0,Credit Card,Completed
ORD001348,2024-12-21,CUST04982,Jennifer Schmidt,Male,26,Islamabad,KPK,P011,T-Shirt,Fashion,1,2500,0.0,2500,0.0,2500.0,1400,1100.0,Cash,Completed
ORD001349,2025-10-07,CUST03491,Sean Perry,Male,54,Quetta,KPK,P002,Smartphone,Electronics,4,85000,0.05,340000,17000.0,323000.0,260000,63000.0,Cash,Completed
ORD001350,2024-01-24,CUST04607,Cody Clark,Female,28,Multan,Punjab,P003,Headphones,Electronics,5,8500,0.0,42500,0.0,42500.0,25000,17500.0,Debit Card,Completed
ORD001351,2024-10-19,CUST04464,Tiffany Williams,Male,40,Lahore,KPK,P017,Office Chair,Furniture,5,32000,0.05,160000,8000.0,152000.0,110000,42000.0,Cash,Completed
ORD001352,2025-07-10,CUST02960,Kimberly Brown,Female,28,Quetta,Sindh,P005,Keyboard,Accessories,5,4500,0.05,22500,1125.0,21375.0,14000,7375.0,Cash,Completed
ORD001353,2025-11-21,CUST00883,Rachel Velez,Male,32,Faisalabad,Sindh,P002,Smartphone,Electronics,5,85000,0.05,425000,21250.0,403750.0,325000,78750.0,Debit Card,Completed
ORD001354,2024-12-21,CUST02626,Brian Jones,Female,56,Lahore,Balochistan,P012,Jeans,Fashion,2,4500,0.15,9000,1350.0,7650.0,5400,2250.0,Bank Transfer,Completed
ORD001355,2025-07-28,CUST04765,Evan Chung,Male,32,Faisalabad,Islamabad,P005,Keyboard,Accessories,2,4500,0.1,9000,900.0,8100.0,5600,2500.0,Credit Card,Completed
ORD001356,2024-01-29,CUST02154,Chad Flowers,Female,49,Peshawar,Islamabad,P013,Coffee Maker,Home Appliances,5,15000,0.1,75000,7500.0,67500.0,50000,17500.0,Bank Transfer,Cancelled
ORD001357,2024-12-22,CUST04762,Dylan Gallagher,Female,41,Faisalabad,KPK,P007,Monitor,Electronics,5,45000,0.0,225000,0.0,225000.0,160000,65000.0,Credit Card,Completed
ORD001358,2024-12-30,CUST03567,Carrie Vargas,Female,60,Rawalpindi,Punjab,P011,T-Shirt,Fashion,3,2500,0.05,7500,375.0,7125.0,4200,2925.0,Cash,Completed
ORD001359,2025-08-30,CUST00260,Jessica Johnson,Male,45,Lahore,KPK,P005,Keyboard,Accessories,1,4500,0.1,4500,450.0,4050.0,2800,1250.0,JazzCash,Pending
ORD001360,2025-02-12,CUST01509,Donald Bailey,Female,32,Quetta,Punjab,P018,Desk,Furniture,3,25000,0.05,75000,3750.0,71250.0,51000,20250.0,Debit Card,Completed
ORD001361,2024-09-22,CUST00313,David Dawson,Male,31,Peshawar,Balochistan,P006,Mouse,Accessories,3,2500,0.05,7500,375.0,7125.0,4500,2625.0,Bank Transfer,Returned
ORD001362,2024-10-17,CUST02679,Kirk Howard,Male,37,Faisalabad,Punjab,P003,Headphones,Electronics,3,8500,0.2,25500,5100.0,20400.0,15000,5400.0,Credit Card,Completed
ORD001363,2025-07-20,CUST01845,Andrew Andrews,Female,36,Quetta,Punjab,P006,Mouse,Accessories,3,2500,0.0,7500,0.0,7500.0,4500,3000.0,JazzCash,Completed
ORD001364,2024-06-01,CUST02585,Sheila Phillips,Female,39,Faisalabad,Islamabad,P016,Vacuum Cleaner,Home Appliances,3,28000,0.0,84000,0.0,84000.0,57000,27000.0,Credit Card,Completed
ORD001365,2024-08-06,CUST04015,Aaron Crawford,Female,27,Lahore,Punjab,P003,Headphones,Electronics,3,8500,0.05,25500,1275.0,24225.0,15000,9225.0,Debit Card,Completed
ORD001366,2024-06-21,CUST03252,Adrienne Harris,Male,32,Lahore,Punjab,P018,Desk,Furniture,5,25000,0.05,125000,6250.0,118750.0,85000,33750.0,Bank Transfer,Completed
